HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.S_No,Input.Review,Input.Rating,Answer.sentiment.label,Approve,Reject
3IWA71V4TIQBP54J3B4B6ZQVQ4PX6O,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3VHP9MDGROUMRKKT3AHTABDMEDOCFJ,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:15:57 PST 2021,Mon Nov 08 08:28:46 PST 2021,Wed Nov 10 08:28:46 PST 2021,,,,769,0% (0/0),0% (0/0),0% (0/0),10,Great Products and also satisfied with the service.,4,Real,,
3IWA71V4TIQBP54J3B4B6ZQVQ4PX6O,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3SUWZRL0MZN55PBWY8KK6T0C6QXE6A,A2P3OVSEX9AY3H,Submitted,Mon Nov 08 08:15:27 PST 2021,Mon Nov 08 08:16:19 PST 2021,Wed Nov 10 08:16:19 PST 2021,,,,52,0% (0/0),0% (0/0),0% (0/0),10,Great Products and also satisfied with the service.,4,Real,,
3IWA71V4TIQBP54J3B4B6ZQVQ4PX6O,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,36AHBNMV1SM2W3728W4SJ22K5OPDYG,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:47 PST 2021,Mon Nov 08 08:15:51 PST 2021,Wed Nov 10 08:15:51 PST 2021,,,,4,0% (0/0),0% (0/0),0% (0/0),10,Great Products and also satisfied with the service.,4,Real,,
3IWA71V4TIQBP54J3B4B6ZQVQ4PX6O,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3PPTZCWALRUWQ2LC94CVX8ILUXIZQY,AT13O9Y4E9RUV,Submitted,Mon Nov 08 08:16:00 PST 2021,Mon Nov 08 08:17:40 PST 2021,Wed Nov 10 08:17:40 PST 2021,,,,100,0% (0/0),0% (0/0),0% (0/0),10,Great Products and also satisfied with the service.,4,Real,,
3XDJY5RK5SV5TE6AFI09PU7D0V2U48,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,37UEWGM5HUIZ77F4E8S3A48ED481RD,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:15:47 PST 2021,Mon Nov 08 08:27:58 PST 2021,Wed Nov 10 08:27:58 PST 2021,,,,731,0% (0/0),0% (0/0),0% (0/0),11,It would be helpful if they could improve the payment services.,1,Real,,
3XDJY5RK5SV5TE6AFI09PU7D0V2U48,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3M0BCWMB8W65S1EIFZVY3FT4RVDBW8,A2VG4F3HOLKY9T,Submitted,Mon Nov 08 08:15:21 PST 2021,Mon Nov 08 08:26:28 PST 2021,Wed Nov 10 08:26:28 PST 2021,,,,667,0% (0/0),0% (0/0),0% (0/0),11,It would be helpful if they could improve the payment services.,1,Fake,,
3XDJY5RK5SV5TE6AFI09PU7D0V2U48,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,33ISQZVXPQWFO80JC8RS25SJH0WCC8,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:57 PST 2021,Mon Nov 08 08:16:02 PST 2021,Wed Nov 10 08:16:02 PST 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),11,It would be helpful if they could improve the payment services.,1,Real,,
3XDJY5RK5SV5TE6AFI09PU7D0V2U48,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3ZPPDN2SLW6SN8DUWFNWQ3REWSD9EQ,AKSJ3C5O3V9RB,Submitted,Mon Nov 08 08:55:58 PST 2021,Mon Nov 08 09:16:58 PST 2021,Wed Nov 10 09:16:58 PST 2021,,,,1260,0% (0/0),0% (0/0),0% (0/0),11,It would be helpful if they could improve the payment services.,1,Fake,,
3YKP7CX6G2PNG2FNHPHLNGZZ2CM7BP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3WJEQKOXA9C78QTNCX6HFEJ4D1O1AB,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 09:33:40 PST 2021,Mon Nov 08 09:34:13 PST 2021,Wed Nov 10 09:34:13 PST 2021,,,,33,0% (0/0),0% (0/0),0% (0/0),12,Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,1,Real,,
3YKP7CX6G2PNG2FNHPHLNGZZ2CM7BP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3FK0YFF9P0Q7MQCJU6H2IP4XNERVVO,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:16:32 PST 2021,Mon Nov 08 08:29:05 PST 2021,Wed Nov 10 08:29:05 PST 2021,,,,753,0% (0/0),0% (0/0),0% (0/0),12,Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,1,Real,,
3YKP7CX6G2PNG2FNHPHLNGZZ2CM7BP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3KKG4CDWKJ8AV6G179BJHHFNJ2C496,A3045HPJSYCN0H,Submitted,Mon Nov 08 08:15:44 PST 2021,Mon Nov 08 08:18:23 PST 2021,Wed Nov 10 08:18:23 PST 2021,,,,159,0% (0/0),0% (0/0),0% (0/0),12,Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,1,Fake,,
3YKP7CX6G2PNG2FNHPHLNGZZ2CM7BP,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,32SCWG5HIIE92G0M7M0V05ZGKX16PP,A33SZTK9OMONNB,Submitted,Mon Nov 08 09:17:35 PST 2021,Mon Nov 08 09:20:34 PST 2021,Wed Nov 10 09:20:34 PST 2021,,,,179,0% (0/0),0% (0/0),0% (0/0),12,Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,1,Real,,
3HXCEECSQM32DKE4ACNOMBQZXEGZYN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3Y9N9SS8LZL1G0AEJBB2T867WO2D3K,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 08:54:04 PST 2021,Mon Nov 08 09:04:04 PST 2021,Wed Nov 10 09:04:04 PST 2021,,,,600,0% (0/0),0% (0/0),0% (0/0),13,If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,2,Fake,,
3HXCEECSQM32DKE4ACNOMBQZXEGZYN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,31EUONYN2WDCW63MTUVONXAPRLUOVF,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:15:45 PST 2021,Mon Nov 08 08:20:03 PST 2021,Wed Nov 10 08:20:03 PST 2021,,,,258,0% (0/0),0% (0/0),0% (0/0),13,If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,2,Real,,
3HXCEECSQM32DKE4ACNOMBQZXEGZYN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,340UGXU9DZB79BNJPG7XM32E97IVUZ,A2YZA00VJ8X6NQ,Submitted,Mon Nov 08 08:15:25 PST 2021,Mon Nov 08 08:15:45 PST 2021,Wed Nov 10 08:15:45 PST 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),13,If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,2,Real,,
3HXCEECSQM32DKE4ACNOMBQZXEGZYN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,37TRT2X24R1JMHEJ80CJEPZWPZ4JBL,A3MYTEE8WSEQ2Z,Submitted,Mon Nov 08 08:15:25 PST 2021,Mon Nov 08 08:16:44 PST 2021,Wed Nov 10 08:16:44 PST 2021,,,,79,0% (0/0),0% (0/0),0% (0/0),13,If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,2,Real,,
359AP8GAGGU6Q77TVPDGY05HKXM7CW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3QY5DC2MXSUIDE1TP12T4HZSLE1UFJ,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 08:50:58 PST 2021,Mon Nov 08 09:04:07 PST 2021,Wed Nov 10 09:04:07 PST 2021,,,,789,0% (0/0),0% (0/0),0% (0/0),14,Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,3,Real,,
359AP8GAGGU6Q77TVPDGY05HKXM7CW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3F6KKYWMNCB8K43O1UVH2M4D14LDNQ,A2FHJCRBRP7VH4,Submitted,Mon Nov 08 09:00:04 PST 2021,Mon Nov 08 09:05:20 PST 2021,Wed Nov 10 09:05:20 PST 2021,,,,316,0% (0/0),0% (0/0),0% (0/0),14,Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,3,Real,,
359AP8GAGGU6Q77TVPDGY05HKXM7CW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,37FMASSAYD1NR6UDQIRJ2OKWCKFBI1,AMP43R3RISC1J,Submitted,Mon Nov 08 08:15:15 PST 2021,Mon Nov 08 08:26:26 PST 2021,Wed Nov 10 08:26:26 PST 2021,,,,671,0% (0/0),0% (0/0),0% (0/0),14,Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,3,Real,,
359AP8GAGGU6Q77TVPDGY05HKXM7CW,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3DUZQ9U6SNYRUYVF0BCX72KQOAXVSJ,APGX2WZ59OWDN,Submitted,Mon Nov 08 08:15:24 PST 2021,Mon Nov 08 08:16:51 PST 2021,Wed Nov 10 08:16:51 PST 2021,,,,87,0% (0/0),0% (0/0),0% (0/0),14,Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,3,Real,,
341YLJU21I9QH9WNHNS7DCM4MMK2ID,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,35USIKEBNSQ9ZVO9R7N3WGULKIZ6NS,A19Q990ORTCBN4,Submitted,Mon Nov 08 08:15:47 PST 2021,Mon Nov 08 08:54:57 PST 2021,Wed Nov 10 08:54:57 PST 2021,,,,2350,0% (0/0),0% (0/0),0% (0/0),15,Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,4,Real,,
341YLJU21I9QH9WNHNS7DCM4MMK2ID,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,32EYX73OY1JFG462GW2NL6DBO19UR9,A1NRZ7O1TEJB1V,Submitted,Mon Nov 08 08:31:02 PST 2021,Mon Nov 08 09:01:56 PST 2021,Wed Nov 10 09:01:56 PST 2021,,,,1854,0% (0/0),0% (0/0),0% (0/0),15,Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,4,Fake,,
341YLJU21I9QH9WNHNS7DCM4MMK2ID,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,33C7UALJVM8TP208FZM3JND9NCK181,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:38 PST 2021,Mon Nov 08 08:15:43 PST 2021,Wed Nov 10 08:15:43 PST 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),15,Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,4,Real,,
341YLJU21I9QH9WNHNS7DCM4MMK2ID,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3ZWFC4W1UVHQXM9CL77OZ6C8EEQRF3,AE62GL4CCNGDS,Submitted,Mon Nov 08 08:36:46 PST 2021,Mon Nov 08 08:38:03 PST 2021,Wed Nov 10 08:38:03 PST 2021,,,,77,0% (0/0),0% (0/0),0% (0/0),15,Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,4,Fake,,
3FULMHZ7OU7MG6116G9NYKQJN904MR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,33IZTU6J82BJYN0A0QDFVNHB4L5SXJ,A10HYZT6VPV70A,Submitted,Mon Nov 08 08:49:28 PST 2021,Mon Nov 08 08:51:24 PST 2021,Wed Nov 10 08:51:24 PST 2021,,,,116,0% (0/0),0% (0/0),0% (0/0),16,Poor Service,1,Real,,
3FULMHZ7OU7MG6116G9NYKQJN904MR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3DOCMVPBTOOH6GU1QO9KYRG7F8NNNI,A1SX8IVV82M0LW,Submitted,Mon Nov 08 08:31:45 PST 2021,Mon Nov 08 08:32:59 PST 2021,Wed Nov 10 08:32:59 PST 2021,,,,74,0% (0/0),0% (0/0),0% (0/0),16,Poor Service,1,Fake,,
3FULMHZ7OU7MG6116G9NYKQJN904MR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3KAKFY4PGVCIOBQ0BPCDK5MKOTGI3X,A2CW9U6626OFNQ,Submitted,Mon Nov 08 09:16:23 PST 2021,Mon Nov 08 09:51:51 PST 2021,Wed Nov 10 09:51:51 PST 2021,,,,2128,0% (0/0),0% (0/0),0% (0/0),16,Poor Service,1,Fake,,
3FULMHZ7OU7MG6116G9NYKQJN904MR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3WMINLGALCDRVT3LSUV1WA2VHXBCA6,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:15:56 PST 2021,Mon Nov 08 08:28:39 PST 2021,Wed Nov 10 08:28:39 PST 2021,,,,763,0% (0/0),0% (0/0),0% (0/0),16,Poor Service,1,Fake,,
3PZDSVZ3J5RSYOM1IHONBZFJSZA4NR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3TVSS0C0E2A5ON8ZFLMJ39ZQX2GWTM,A1AHWC9TUBF2Z4,Submitted,Mon Nov 08 08:23:36 PST 2021,Mon Nov 08 08:36:45 PST 2021,Wed Nov 10 08:36:45 PST 2021,,,,789,0% (0/0),0% (0/0),0% (0/0),17,Excellent service,5,Fake,,
3PZDSVZ3J5RSYOM1IHONBZFJSZA4NR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,39RP059MEI39NPK4BXPBUHRDTTZMBS,A1ESA5R68PYGH3,Submitted,Mon Nov 08 08:15:28 PST 2021,Mon Nov 08 08:52:06 PST 2021,Wed Nov 10 08:52:06 PST 2021,,,,2198,0% (0/0),0% (0/0),0% (0/0),17,Excellent service,5,Fake,,
3PZDSVZ3J5RSYOM1IHONBZFJSZA4NR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3OF2M9AATHYAFZNHWZSY1M6CVRRKZS,A2DDPSXH2X96RF,Submitted,Mon Nov 08 08:16:21 PST 2021,Mon Nov 08 08:28:58 PST 2021,Wed Nov 10 08:28:58 PST 2021,,,,757,0% (0/0),0% (0/0),0% (0/0),17,Excellent service,5,Real,,
3PZDSVZ3J5RSYOM1IHONBZFJSZA4NR,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:09 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:09 PST 2021,,,3UWN2HHPUZFEMTM6YKQ6XLQD27VNSU,ARMUHYECKRLKE,Submitted,Mon Nov 08 08:15:24 PST 2021,Mon Nov 08 08:17:09 PST 2021,Wed Nov 10 08:17:09 PST 2021,,,,105,0% (0/0),0% (0/0),0% (0/0),17,Excellent service,5,Fake,,
3GL25Y68434DE8PBQRBSVVNHG44MXN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3ZQIG0FLQFQK1FCOKGMY4RNBUNTVWY,A10HFN96ZXHYTL,Submitted,Mon Nov 08 08:15:26 PST 2021,Mon Nov 08 08:16:27 PST 2021,Wed Nov 10 08:16:27 PST 2021,,,,61,0% (0/0),0% (0/0),0% (0/0),18,Premium quality of supplements. Great Shop would recommend this store to my friends,2,Fake,,
3GL25Y68434DE8PBQRBSVVNHG44MXN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3BDCF01OGY4LUFVULD2G2FAPEXRYLH,A1BNNBGMZYT3,Submitted,Mon Nov 08 08:41:50 PST 2021,Mon Nov 08 08:45:48 PST 2021,Wed Nov 10 08:45:48 PST 2021,,,,238,0% (0/0),0% (0/0),0% (0/0),18,Premium quality of supplements. Great Shop would recommend this store to my friends,2,Real,,
3GL25Y68434DE8PBQRBSVVNHG44MXN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,35BLDD71I77OVAHTV3653VHTBPXVZO,A1ZPM04AMTA140,Submitted,Mon Nov 08 08:15:26 PST 2021,Mon Nov 08 08:16:35 PST 2021,Wed Nov 10 08:16:35 PST 2021,,,,69,0% (0/0),0% (0/0),0% (0/0),18,Premium quality of supplements. Great Shop would recommend this store to my friends,2,Fake,,
3GL25Y68434DE8PBQRBSVVNHG44MXN,3TZJMY6N8M43WBVHR3FF86IOC66G73,Check whether the Review is Fake or Real,Analysis of the CSV file Containing Review and to detect them whether they are fake or Real,"sentiment, text",$0.10 ,Mon Nov 08 08:15:10 PST 2021,4,BatchId:4596135;OriginalHitTemplateId:928390909;,3600,172800,Thu Nov 11 08:15:10 PST 2021,,,3KRVW3HTZOV84B16MJB6K61DXHLMST,A3TNLC6XGYNDKS,Submitted,Mon Nov 08 08:15:36 PST 2021,Mon Nov 08 08:15:40 PST 2021,Wed Nov 10 08:15:40 PST 2021,,,,4,0% (0/0),0% (0/0),0% (0/0),18,Premium quality of supplements. Great Shop would recommend this store to my friends,2,Real,,
