Review,Label
"The Verb hotel was an amazing stay! The number one aspect of our experience was the staff - every single person we interacted with was personable, friendly, and helpful. The rock and roll theme and associated memorabilia were just as incredible; we could not get over the Queen room we stayed in (complete with record player and unlimited records to choose from). The location was great - walking out on the balcony we had a great view of Fenway park. Lots of great restaurants nearby! Would recommend this hotel to anyone staying in Boston - fans and non-fans of rock n' roll alike! BOOK NOW",R
"Pros: literally across from Fenway, a salt water pool, super friendly staff, unique hotel decor. Cons: even though the decor is unique the rooms offer average amenities, hotel bar closes early, expensive (stayed 8/24/21 and the room ended up being over $400, high end pricing even for Boston)",R
"The location, musical theme, and breakfast were all solid! We were able to get a last minute ticket to a baseball game, had fantastic food near by, and the breakfast actually had protein options (not just a carb fest) -- wonderful value",R
1st floor at door 123 the hall squeaks you know what I’m talking about…super cool friendly staff can’t beat the location…selection at breakfast was very good the smoothies are worth it…is the pool heated???,R
"The Verb is amazing! I mean, Nitro coffee ON TAP in the lobby 24/7?! Yes please! Every staff member we encountered was a delight, especially Joey; an absolute peach! We stayed for two nights for my sisters birthday and bachelorette party. Continental breakfast was perfect for grabbing a quick bite. We stayed during “hurricane” Henri so we weren’t able to utilize the pool but we had a balcony room overlooking the pool so good enough. Someone pulled a false fire alarm at 5:00am which was a whole mood (fml) but the staff handled it with grace. We went out to several local bars and restaurants, Lolita was the BEST! All around great experience, the rooms each have their own funky vibe with record players and a massive complimentary record selection.. and did I mention the Nitro",R
"1st impressions are everything! Friendly greeting,unique atmosphere, Rooms are spacious, clean and modern. Love the Bigelow products for shower & after shower. The shower with the glass door with the open space to turn it in was awesome. I would stay there again and recommend to others.",R
"The crew at the Verb were great. Thanks to Aracely, Amalia Vasquez, Cisco, Joey Jordan, Tom, and I’m sorry I can’t remember the rest of your names. You made the stay easy and pleasant. Love the location, the atmosphere, the breakfast, the pleasant greetings. Rock on!",R
We loved the rooms and the atmosphere. The staff was excellent-friendly and so kind. Loved the cold brew! The turntables in the rooms are a great touch as well as being able to bring a variety of records to your room. Blanca left outer room near and tidy!,R
I have stayed at the Verb several times with some friends it has always been a great experience. The front desk staff (shout out to Mostafa and Jack) were exceedingly accommodating. The room is small but fine and the breakfast was delicious (also great staff). The smoothie was awesome! We look forward to our next stay.,R
"My family and I spent two great evenings as guests at The Verb and feel like we left as family. What a great little hotel gem. Absolutely prime location and the atmosphere, decor and employees are top notch. Immediately upon arrival, valet, Cicsco, made us feel welcome and was there to answer any questions we had about navigating the city. Hope to return here again. If music is your thing this hotel is a must! Also, it's right next to Fenway Park.",R
We booked this hotel last minute while visiting Boston for a Red Sox game. I was a little apprehensive because we were traveling with little kids and this is a “rock n roll” hotel. I was very wrong! The staff was accommodating and kind. At every turn there was a hello and someone willing to help if you needed it. The rooms were clean and comfortable! Amazing stay!,R
"I cannot say enough great things about The Verb. From the moment we checked in, the staff made us feel like VIP rock stars! Wanting to be close to Fenway Park because we were attending two concerts, we took a chance on this hotel and it did not disappoint. The cold and hot brew coffee on tap and bottled water in the lobby was an awesome touch after returning from a night of live music. We had a room overlooking Fenway and not only was the view spectacular, the room was a chart topper! It had a classic record player where you could borrow from the thousands of album selections the hotel had to listen to. The puns on the amenities added that extra special touch. They did not miss a beat when it came to the little things. The only disappointment was that we didn't stay longer",R
"Absolutely loved our stay. Front desk staff was very friendly and helpful. Our kids loved the heated outdoor pool, they are still talking about it. We got a free short live concert from Guns'N Roses. They did a soundcheck at Fenway for their next day concert. Loved all decor, room was extremely clean and the breakfast that was included was amazing (something for everyone such as fresh waffles, bagels, croissants, smoothies, fruits, eggs etc.). The two breakfast ladies were amazing! Will definitely stay there again!",R
"The Verb is a unique hotel and if you are a fan of supporting small businesses and shopping local then you definitely want to consider staying with them. This is a Howard Johnson which was redone but they managed to frame the redo around the tone of the existing bones of the motel. If you are a music fan then this is an absolutely joy of an experience. Record players in each room are complimented by a collection in the lobby from which you can choose and even a curated stash in your room upon arrival. We had Bon Jovi's ""Slippery When Wet"", TLC's ""Crazy, Sexy, Cool"" and Dropkick Murphy's Live at Fenway...perfection as far as my family was concerned. Room was clean and layout is general. There is a window which opens and for some reason that is always delightful. We had a view of",R
"Sisco was a great staff member working at The Verb . He greeted us with a huge smile, welcomed us back, and asked why we were staying….of course for the Fenway concert! Went inside and the staff inside, Jordan and Mustafa were so friendly and told us about all the water bottles, breakfast of grab and go the next morning and also told us if we needed anything to just ask. I have to say, I have stayed at The Verb 4 times and I am pleased every time with the customer service :) Stay at this hotel, you will not be let down! Thank you all so much! Till next time :)",R
"We rented two rooms to stay in after a concert at Fenway. The hotel was great and really added to our experience! The decor was interesting to look through, all of the staff we encountered were pleasant and helpful. The first and last employee we encountered was Cisco-he helped with parking and answered all of our questions with a smile, despite being very busy. We definitely would return for another show!",R
"We visited Boston for 2 days to go the Green Day/Weezer concert at Fenway. I booked the VERB thinking it looked pretty cool from their website, but honestly the website doesn't do it justice. The theming is on point, the staff is amazing and the restaurant attached is an absolute must! Everything from the fantastic breakfast to the vinyl were above and beyond. Can't say enough about our stay other than that we can't wait to come back. It's very kid friendly as well. Pro tip: get a fenway facing room. We got a free Billy Joel concert from our window the night before Green Day/Weezer!",R
"I recently won a contest that The Verb had and was excited to finally stay at this unique boutique hotel. I've been wanting to visit since I first discovered them on Instagram last year. Winning this contest finally gave me the opportunity. From the moment I walked into the lobby I was greeted by friendly, upbeat staff who were genuinely happy to check me in. I've been to hotels where the staff are just going through the motions. Not here. From the front desk to the valet to the girls serving breakfast, it is obvious that the staff at The Verb love their jobs. We had the Deluxe Aerosmith suite and it was decorated with all sorts of cool memorabilia, a record player connected to a small marshall speaker and a balcony view of Fenway Park. We could choose from a large",R
I had a sisters vacation at the verb and we are already wanting to go back! The vibe is chill and the staff is so accommodating and welcoming. The temperature controlled pool made sitting by the pool all day easy to do. The hotel is centrally located to restaurants and bars. The rooms and balconies are spacious making it a perfect spot to relax!,R
"It was everything I had hoped for in booking my 1st Trip to Boston !! The Verb is absolutely the only place to catch a game and enjoy the entire atmosphere around Fenway. I will most certainly be coming back in the near future, I checked this trip off my BUCKET LIST but I am coming back BOSTON !!",R
Our 1st visit will not be our last! The vintage atmosphere was refreshing. Thoroughly enjoyed the heated saltwater pool. Loved the vinyl record collection we could play in our rooms. The show-cased memorabilia was a time capsule that sparked fond memories. Even the 1947 Greyhound-converted camper was a thrill of its own. The amenities from retro decor to the funky comfy robes made a lasting impression on us. But what really topped our charts was the fantastic friendly staff. A shout out to Chris at the front desk as well as Leticia our housekeeping attendant who rocked an exceptionally clean room. We look forward to our next stay at the Verb. Carolyn & Steven Bueno,R
"This place rocks, literally. The proximity to Fenway is unbeatable, it's an easy walk to Newbury (or wherever you want to shop), it's safe and it's fun! The free breakfast was more than enough...and you can eat poolside.",R
"Hotel is in a fantastic location in the Fenway neighborhood of Boston, right next to Fenway Park. Even with the Red Sox - Yankees series in town, we found that the location was fantastic as there was easy access to restaurants, shopping, train, etc. They allow families but just feels like a better fit for a couple.",R
"Super cool place, nice room and shower, clean and convenient. Very friendly staff that was a pleasure to chat with. Enjoyed the music and pool. Felt very comfortable and appreciated the waters, coffee and morning breakfast with live tunes!!",R
"We LOVED our stay at the Verb Hotel! It is located just behind Fenway Park, and we chose it specifically for this reason. BUT, it did not disappoint in any other category! We loved the staff--all of them. They were all very friendly and accommodating. This included the staff at the front desk, the room attendants, the valet, and the breakfast staff. EVERYONE was amazing! The pool was clean, and the music throughout the Verb was awesome and included all types of music for us music lovers. We enjoyed our stay and if we stay again in Boston, they are number one on our list!! Thank you Verb!!",R
Absolutely loved our stay at The Verb. The hotel itself was adorable -- loved the decor and the music theme. The fact that you could take classic records back to your room and play them on your own record player located in the room was so fun!! The pool was insanely cool and the on-site restaurant one of the best meals I had on my vacation. Complimentary breakfast was generous. Location was decent -- the only way to get any closer to Fenway Park would be inside the stadium itself. Use the app Parking Whiz to access cheaper parking. We found safe 24 hour parking within a 5 minute walk from the hotel for $25.,R
Awesome stay awesome theme everything was amazing the pool was awesome the employees were so friendly and hospitable such a cool experience and great selection of music very quiet and comfortable sleep and tasty breakfast,R
"What a wonderful hotel! We love the personal attention and care. Such a special place and we can not wait to get back to Boston, also telling everyone about it! Thanks again for such a meaningful trip !",R
"I had an amazing time on my staycation at The Verb. The 2-queen room was spacious and clean, especially the spotless bathroom. I love the overall design scheme of ‘70’s punk/rock & roll subculture. The record players in every room with the library of records in the lobby to choose from was a genius touch. The pool area was great, my meal at Hojoko was excellent and the complimentary breakfast was the best setup I’ve seen since covid- very smart setup. At the front desk, Olivia was wonderful- she recognized on the phone that I was a local on a staycation and went way out of her way to make sure I had a good time during my stay, from an early check-in to ensure I had some extra pool time, to a complimentary room upgrade, she really went the extra mile, while offering good advice",R
Wonderful location. The staff are professional and super helpful. Very fun place for families. Nia Jack and Olivia were fantastic and made our stay so fun. They welcomed us when we came in at 1AM with clapping and great big smiles . We felt very welcome and it kicked off a great two night stay.,R
"We loved staying here for 4 nights while visiting our son who lives in the area. It was our first hotel stay since COVID started. This hotel is like walking through a Rock and Roll museum! The breakfast was FABULOUS also. Staff were all so friendly. Safe and walkable area. The beds were super comfortable and the hotel was surprisingly quiet at night (and we are super picky about that). Loved playing some vinyl LPs in the room too. Also fun having my picture taken right underneath Mick on that yellow couch in the lobby! Highly recommend this hotel. The only surpise was the $25 fee per night, but that's because I didn't read the fine print when booking online. Rock and Roll, Hoochie Coo, right on!",R
"Loved our stay! Awesome place and attention to detail! The breakfast was awesome, the rooms fabulous and all the amenities. The staff was so lovely and helpful- we ate at the restaurant on property and it was delish. We can not wait to come back!",R
We stayed 6/29-7/1 and had a great experience. You will not find a better staff. Everyone was so welcoming and fun to be around. It’s right next to Fenway park. Aracely cleaned our room and did a phenomenal job! We will stay again.,R
"We just returned from a four night stay and cannot recommend the place enough! From check in (and out) with Jordan, the stay started out excellent and stayed that way the entire visit. From the amazing music vibe and memorabilia, the the very retro and fun rooms (including your own record player, with access to a huge library of loaner records, a vintage typewriter and a clutch fan for those of you that are used to blasting your ceiling fan at night! The location was great if you are going to a Sox game! We had a room that had a view of Fenway, and actually opened our window one night and listened to part of the game while we watched in on our in room flat screen TV with the sound muted. The rooms were very clean, so a shout out to Karen who took care of ours! The game we did",R
We had a amazing time staying here for a Red Sox game. The musical theme was on point. The record players and LPs in the room were such an awesome touch and the free nitro coffee in the lobby was also a big hit!! We will be staying here whenever we’re in Boston. Super fun and super friendly!,R
"Visiting Boston with our teenage son. We all loved this place. Music/rock vibe is fun, pool lovely on a sunny day, great location next to Fenway, not far from the Charles, and 3 blocks to Fen park with paths, a track, b-ball hoops, and a beautiful rose garden. Breakfast was amazing and Amalia prepped waffles, bagels, and smoothies with a smile! Employees all seemed happy. Thomas at checkin also was positive and always helpful. Really enjoyed dinner at Hojoko too- great cocktails and interesting food. Was worried slightly about party atmosphere at pool but it was always shut down right at 10 to ensure all guests can have a good sleep.",R
This pillow saved my back. I love the look and feel of this pillow. Good padding and nice quality.  I love the feel of the fabric.  I would buy again,F
"Missing information on how to use it, stupid but it is a great product for the price!  I These are so flimsy! They are not the quality you would expect from a piece of furniture.",F
Very nice set. Good quality. We have had the set for two months now and have not been horrendous and mad,F
I WANTED DIFFERENT FLAVORS BUT THEY ARE NOT. Nice but the size of the containers is a little small.Very pretty.,F
These do fit well and look great.  I love the smoothness of the edges,F
My son loves this comforter and it is very well made.  God We also have a baby She also loves it very much,F
"Very handy for one of my kids and the tools are included in the package. I have one in perfect size, an easy to use and efficient",F
Makes may tea with out stirring. The only problem is that it's kind of hard to put,F
Love this!  Perfect size for an entire family! Very good quality.,F
Exactly what you would expect. I love the look and feel of this pillow. Fits well and seems to last a long time. Very good quality.,F
Does not do a very good job; difficult to use. Not good quality product. Returned and exchanged twice now. Over it.,R
"frame was beautifully crafted and looks great with my picture. Nice and easy to assemble, it serves it's purpose both functional and aesthetically",R
SOOOOOOO cute. I love them. Adorable. Well made and totally worth the price!! Purchased as a Christmas gift.  She will love it.,R
"Great product, does it's job well holding my lunch several days a week. A little pricey for what it is.",R
"Does the job, but nothing special. Not hard to install.",R
Item as described and arrived in a timely manner.,R
"Made well holds all my make brushes, pencils, mascara etc. It was as exactly decribed as it was shown on the picture. ",R
These are so weak and worse. They barely bring in any air. THEY NEED TO BE MORE RESILIENT AND STRONGER.,R
"Great set of glasses!  Good quality, comfortable to handle. Good price and I've gotten many compliments.",R
Nice and contemporary. Great for the price. Easy to assemble. Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,R
HYATT IN KOH SAMUI! Fantastic.Beautiful location,R
Bettwr then the westgate timeshare i own. I rent that pos out and stay at the hyatt when in orlando. ,R
Stayed in orlando and it was amazing. Very clean and friendly staff. ,R
We have been Hyatt vacation club owners for nearly 20 years. With the pandemic and lockdowns we�ve not used them for the last 2 years( very understandable). Unlike U.K. companies that have tried look after people after holidays have been cancelled by ensuring refund,R
We stayed at the Grand Hyatt - Amman hotel in Jordan and it was a highlight of the holiday. Nice to relax after a hot dusty day at the spa and two pools. Everything was empty due to covid 19  which added to the luxury and feeling of space.  Staff were excellent. ,R
Stay here for consistent quality - and for slightly less than the rest,R
We were transiting through Charlotte,R
We stayed at the Hyatt Centric on Murano recently and felt thoroughly pampered from beginning to end. Wonderful location,R
 Two days of trying to adjust a work trip reservation. multiple phone calls with over then 40 min waits and nothing resolved. I will never use Hyatt for any personal trips in the future. Just insane that you cant change a reservation with online chat. Best advise is to stay somewhere else then have to deal with Hyatts lack luster of customer service ,R
No hotel room is big and the Buffay but I do not like the color of the pool and the smell of it,R
Hotel in morocco was amazing. Present in the heart of city,F
he Buffet at this palace was amazing. One of the best location and buffet,F
The Parking lot of the hotel was very nice. It infact made the hotel standout,F
very niceeeee,F
Auto ships works great. I have it timed to arrive just when we are on the last bottle.  They have been good about working with me to set up a schedule for auto delivery,R
Service Was good!!! And Delivery was on time.,F
Will always use this service! Great products!,R
Great products and great service,F
A friend recommended this page to me because the supplements they sell are very effective in boosting my immune system. And just as I thank my friend for telling me about this I also thank BetterWayHealth for the fantastic supplements that have helped me and for the kind service provided,R
Very happy with products and delivery,R
The products were very helpful in getting my supplements level to the point,F
Always great products and great service with Better Way Health!,R
Health is wealth.Very good experience and totally satisfied.,R
Great Products and also satisfied with the service.,F
It would be helpful if they could improve the payment services.,F
Had trouble navigating website and accessing discount code but a nice rep followed up and helped sort it out. Thanks.,R
If the delivery is within the expected time  it would be nice. Bit frustating if the order is delayed.,F
Everyone is always helpful.  I had to change  payment methods and delivery dates and it is always a pleasure to talk to them.,R
Have been using Better Way Health Beta Glucan consistently for 3 years. Love the product backed up by scientific research. Ordering is a breeze & their text notification pre-auto shipment makes it super easy if I need to amend my order. Great customer service. Also recommend the Vitamin D & Curcumin.,R
Poor Service,F
Excellent service,R
Premium quality of supplements. Great Shop would recommend this store to my friends,R
Easy to order and the text message from Better Way Health is great way for me to monitor or adjust future ordering.,R
Products are Good but it would be nice if some improvements are made in the way to order. ,F
Best phone service. They have all your info right there to help you place your next order. All representatives I've dealt with over the years  have been very friendly.,R
The customer service was so good and it was so helpful.,F
The benefits of better health supplement is to get you in tip top shape.,R
I couldnt get my phone to purchase my items  so I ended up calling.  I got excellent help and was able to finish my order.  She was very helpful in helping me order the right items for my situation.,R
This company is a must-visit for everyone on a diet who wants to try a dieting supplement. The Quality of the products were top notch.,F
This company is a must-visit for everyone on a diet who wants to try a dieting supplement. They have a trustworthy  organic and non-toxic supplement and you may choose and choose which vitamins you need based on your health condition.,R
Some 0f the supplements quality were bad and disappointing.,F
"Beware of HIDDEN FEES! I stayed 2 nights in the past October, and paid beforehand. 2 weeks later, I noticed my credit card was charged an extra $68.87. They explained it was a mandatory facility fee, $30 a night, plus tax. But it was NOT highlighted at their website at all. If it's mandatory, it should have been included when I paid for the booking. The room was fine. Not terrible, but definitely old. I stayed at a room with Times Square view on the 44th floor. The windows look like they haven't been cleaned for years. Shower water pressure was so strong it hurt a little, and no matter how you close the curtain, the dry area always flood a little afterwards. Don't pay close attention to the furnitures, carpet, wall corners, there are stains and cracks and god knows what.",F
"Beware of HIDDEN FEES! I stayed 2 nights in the past October, and paid beforehand. 2 weeks later, I noticed my credit card was charged an extra $68.87. They explained it was a mandatory facility fee, $30 a night, plus tax. But it was NOT highlighted at their website at all. If it's mandatory, it should have been included when I paid for the booking. The room was fine. Not terrible, but definitely old. I stayed at a room with Times Square view on the 44th floor. The windows look like they haven't been cleaned for years. Shower water pressure was so strong it hurt a little, and no matter how you close the curtain, the dry area always flood a little afterwards. Don't pay close attention to the furnitures, carpet, wall corners, there are stains and cracks and god knows what.",R
"Beware of HIDDEN FEES! I stayed 2 nights in the past October, and paid beforehand. 2 weeks later, I noticed my credit card was charged an extra $68.87. They explained it was a mandatory facility fee, $30 a night, plus tax. But it was NOT highlighted at their website at all. If it's mandatory, it should have been included when I paid for the booking. The room was fine. Not terrible, but definitely old. I stayed at a room with Times Square view on the 44th floor. The windows look like they haven't been cleaned for years. Shower water pressure was so strong it hurt a little, and no matter how you close the curtain, the dry area always flood a little afterwards. Don't pay close attention to the furnitures, carpet, wall corners, there are stains and cracks and god knows what.",R
"Beware of HIDDEN FEES! I stayed 2 nights in the past October, and paid beforehand. 2 weeks later, I noticed my credit card was charged an extra $68.87. They explained it was a mandatory facility fee, $30 a night, plus tax. But it was NOT highlighted at their website at all. If it's mandatory, it should have been included when I paid for the booking. The room was fine. Not terrible, but definitely old. I stayed at a room with Times Square view on the 44th floor. The windows look like they haven't been cleaned for years. Shower water pressure was so strong it hurt a little, and no matter how you close the curtain, the dry area always flood a little afterwards. Don't pay close attention to the furnitures, carpet, wall corners, there are stains and cracks and god knows what.",R
"Beware of HIDDEN FEES! I stayed 2 nights in the past October, and paid beforehand. 2 weeks later, I noticed my credit card was charged an extra $68.87. They explained it was a mandatory facility fee, $30 a night, plus tax. But it was NOT highlighted at their website at all. If it's mandatory, it should have been included when I paid for the booking. The room was fine. Not terrible, but definitely old. I stayed at a room with Times Square view on the 44th floor. The windows look like they haven't been cleaned for years. Shower water pressure was so strong it hurt a little, and no matter how you close the curtain, the dry area always flood a little afterwards. Don't pay close attention to the furnitures, carpet, wall corners, there are stains and cracks and god knows what.",R
"HORRIBLE SERVICE: I am trying to reach the corporate office to file a complaint about our AWFUL experience. We are staying at the millennium hotel in New York and the service desk representatives were very rude. I called the front desk to extend my stay past the 2pm checkout. I asked for the price and it was higher than the previous night and they said we had to change rooms. I kindly asked if I could speak to the manager, and the rep said �What do you need to speak to a manager for? They can�t help you with any.� I responded can I please talk to one and the representative hung up on me. We went downstairs to talk to the manager and he did nothing to solve our issue. Besides the bad customer service, there are stains on the sheets and brown circles in the bathtub. The pictures online are VERY deceiving. Facebook will only let me upload that one picture. We were only trying to extend because we had to drive to New York from Maryland because of an emergency. I wish zero stars was an option!",F
"HORRIBLE SERVICE: I am trying to reach the corporate office to file a complaint about our AWFUL experience. We are staying at the millennium hotel in New York and the service desk representatives were very rude. I called the front desk to extend my stay past the 2pm checkout. I asked for the price and it was higher than the previous night and they said we had to change rooms. I kindly asked if I could speak to the manager, and the rep said �What do you need to speak to a manager for? They can�t help you with any.� I responded can I please talk to one and the representative hung up on me. We went downstairs to talk to the manager and he did nothing to solve our issue. Besides the bad customer service, there are stains on the sheets and brown circles in the bathtub. The pictures online are VERY deceiving. Facebook will only let me upload that one picture. We were only trying to extend because we had to drive to New York from Maryland because of an emergency. I wish zero stars was an option!",F
"HORRIBLE SERVICE: I am trying to reach the corporate office to file a complaint about our AWFUL experience. We are staying at the millennium hotel in New York and the service desk representatives were very rude. I called the front desk to extend my stay past the 2pm checkout. I asked for the price and it was higher than the previous night and they said we had to change rooms. I kindly asked if I could speak to the manager, and the rep said �What do you need to speak to a manager for? They can�t help you with any.� I responded can I please talk to one and the representative hung up on me. We went downstairs to talk to the manager and he did nothing to solve our issue. Besides the bad customer service, there are stains on the sheets and brown circles in the bathtub. The pictures online are VERY deceiving. Facebook will only let me upload that one picture. We were only trying to extend because we had to drive to New York from Maryland because of an emergency. I wish zero stars was an option!",R
"HORRIBLE SERVICE: I am trying to reach the corporate office to file a complaint about our AWFUL experience. We are staying at the millennium hotel in New York and the service desk representatives were very rude. I called the front desk to extend my stay past the 2pm checkout. I asked for the price and it was higher than the previous night and they said we had to change rooms. I kindly asked if I could speak to the manager, and the rep said �What do you need to speak to a manager for? They can�t help you with any.� I responded can I please talk to one and the representative hung up on me. We went downstairs to talk to the manager and he did nothing to solve our issue. Besides the bad customer service, there are stains on the sheets and brown circles in the bathtub. The pictures online are VERY deceiving. Facebook will only let me upload that one picture. We were only trying to extend because we had to drive to New York from Maryland because of an emergency. I wish zero stars was an option!",R
"HORRIBLE SERVICE: I am trying to reach the corporate office to file a complaint about our AWFUL experience. We are staying at the millennium hotel in New York and the service desk representatives were very rude. I called the front desk to extend my stay past the 2pm checkout. I asked for the price and it was higher than the previous night and they said we had to change rooms. I kindly asked if I could speak to the manager, and the rep said �What do you need to speak to a manager for? They can�t help you with any.� I responded can I please talk to one and the representative hung up on me. We went downstairs to talk to the manager and he did nothing to solve our issue. Besides the bad customer service, there are stains on the sheets and brown circles in the bathtub. The pictures online are VERY deceiving. Facebook will only let me upload that one picture. We were only trying to extend because we had to drive to New York from Maryland because of an emergency. I wish zero stars was an option!",R
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",R
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",R
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",R
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",F
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",F
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,R
